,VIN_110,County,City,State,Postal_Code,Model_Year,Make,Model,Electric_Vehicle_Type,Clean_Alternative_Fuel_Vehicle_CAFV_Eligibility,Electric_Range,Base_MSRP,Legislative_District,DOL_Vehicle_ID,Electric_Utility,2020_Census_Tract,Latitude,Longitude
21338,1V2CMPE8XP,KING,SEATTLE,WA,98115,2023,VOLKSWAGEN,ID.4,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,43,249689359,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002600.00,47.68156,-122.31676
21339,1FADP5CU0D,JEFFERSON,PORT TOWNSEND,WA,98368,2013,FORD,C-MAX,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,19,0,24,161633230,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950501.00,48.12120,-122.77263
21340,3GNKDJRJ4S,KING,BELLEVUE,WA,98007,2025,CHEVROLET,BLAZER,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,48,278212119,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023300.00,47.61334,-122.12056
21344,3FA6P0SU1H,ISLAND,OAK HARBOR,WA,98277,2017,FORD,FUSION,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,21,0,10,250570589,PUGET SOUND ENERGY INC,53029970500.00,48.29077,-122.64682
21361,1N4CZ1CV9R,KING,KIRKLAND,WA,98033,2024,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,45,272221505,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022402.00,47.67887,-122.20660
21373,WA1G2AFY2R,KING,BELLEVUE,WA,98005,2024,AUDI,Q5 E,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,23,0,48,272255924,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023702.00,47.64441,-122.16210
21374,7SAXCAE57N,KING,KIRKLAND,WA,98034,2022,TESLA,MODEL X,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,45,220293440,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021904.00,47.72201,-122.22901
21376,JN1AF0BA1P,KING,RENTON,WA,98055,2023,NISSAN,ARIYA,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,33,274880574,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029309.00,47.43876,-122.19700
21377,JTMFB3FV4S,KING,ISSAQUAH,WA,98029,2025,TOYOTA,RAV4 PHEV,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,5,280454156,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032221.00,47.54748,-122.00292
21381,KNDCR3LF7R,KING,TUKWILA,WA,98168,2024,KIA,NIRO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,11,260308982,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026200.00,47.50314,-122.33170
21387,YV4H60RJXS,KITSAP,BAINBRIDGE ISLAND,WA,98110,2025,VOLVO,XC60,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,23,273859631,PUGET SOUND ENERGY INC,53035090901.00,47.62728,-122.52100
21396,5LMYJ8XY1N,CLARK,BATTLE GROUND,WA,98604,2022,LINCOLN,AVIATOR,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,21,0,18,196474715,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040504.00,45.78092,-122.53310
21397,WP0AB2Y13M,SNOHOMISH,MONROE,WA,98272,2021,PORSCHE,TAYCAN,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,203,0,39,233720483,PUGET SOUND ENERGY INC,53061052206.00,47.85260,-121.98087
21398,WMZ23BS03P,KING,WOODINVILLE,WA,98072,2023,MINI,COUNTRYMAN,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,17,0,45,244792467,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032320.00,47.75448,-122.15545
21407,5YJXCBE21L,KING,KENMORE,WA,98028,2020,TESLA,MODEL X,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,46,126017475,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022102.00,47.75892,-122.24369
21410,YV4H60DL6N,KING,REDMOND,WA,98052,2022,VOLVO,XC60,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,45,207235094,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032324.00,47.67858,-122.13158
21416,2C4RC1S79P,THURSTON,OLYMPIA,WA,98506,2023,CHRYSLER,PACIFICA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,22,276553910,PUGET SOUND ENERGY INC,53067010200.00,47.05997,-122.87741
21420,7YAKMDDC1S,CLARK,VANCOUVER,WA,98682,2025,HYUNDAI,IONIQ 5,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,17,277813462,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040713.00,45.69345,-122.55149
21428,1G1RD6E46D,KING,BELLEVUE,WA,98008,2013,CHEVROLET,VOLT,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,48,164104531,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023403.00,47.63131,-122.11867
21439,5LMYJ9YY7P,CLARK,VANCOUVER,WA,98661,2023,LINCOLN,AVIATOR,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,21,0,49,236038848,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041110.00,45.63201,-122.62934
21461,1N4AZ1BV9M,KING,SEATTLE,WA,98125,2021,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,46,170771464,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000102.00,47.72656,-122.30253
21462,WP1AE2A23J,THURSTON,TENINO,WA,98589,2018,PORSCHE,CAYENNE,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,14,0,20,102002449,PUGET SOUND ENERGY INC,53067012610.00,46.85752,-122.85135
21463,JA4T5UA99P,KING,TUKWILA,WA,98188,2023,MITSUBISHI,OUTLANDER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,11,253657232,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200.00,47.43473,-122.29179
21464,1G1RC6S51G,JEFFERSON,PORT TOWNSEND,WA,98368,2016,CHEVROLET,VOLT,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,24,474772784,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950502.00,48.12120,-122.77263
21476,KNDJX3AEXF,KING,SEATTLE,WA,98103,2015,KIA,SOUL,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,93,0,43,9503161,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005402.00,47.67596,-122.35436
21488,YV4EH3HL0R,KING,SEATTLE,WA,98115,2024,VOLVO,XC40,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,46,261040251,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003900.00,47.68156,-122.31676
21494,KMHM24AAXR,KING,SEATTLE,WA,98105,2024,HYUNDAI,IONIQ 6,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,43,265929226,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004500.00,47.66127,-122.31307
21497,1G6RL1E43G,KING,SEATTLE,WA,98144,2016,CADILLAC,ELR,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,40,0,37,207698221,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009500.00,47.57874,-122.30866
21501,YSMET3KA3P,CLARK,VANCOUVER,WA,98683,2023,POLESTAR,PS2,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,17,225709494,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041323.00,45.60365,-122.49212
21519,1N4BZ1DV0N,KITSAP,KINGSTON,WA,98346,2022,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,23,183138504,PUGET SOUND ENERGY INC,53035090102.00,47.79802,-122.49770
21527,4JGDM2EB3P,KING,SHORELINE,WA,98177,2023,MERCEDES-BENZ,EQS-CLASS SUV,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,32,274161142,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020200.00,47.72238,-122.36498
21533,WVGDMPE29M,THURSTON,TUMWATER,WA,98512,2021,VOLKSWAGEN,ID.4,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,22,151309882,PUGET SOUND ENERGY INC,53067010920.00,47.01359,-122.91310
21545,WP1AE2AYXL,KING,SEATTLE,WA,98122,2020,PORSCHE,CAYENNE,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,14,81100,37,152059596,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800.00,47.60803,-122.31009
21546,3C3CFFGE7H,CLARK,VANCOUVER,WA,98685,2017,FIAT,500,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,49,101770140,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040904.00,45.70954,-122.70303
21549,5YJSA1E52M,KING,BURIEN,WA,98146,2021,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,34,192325360,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027600.00,47.49408,-122.36178
21562,VCF1EBU27P,KING,SEATTLE,WA,98103,2023,FISKER,OCEAN,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,43,262113113,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005000.00,47.67596,-122.35436
21564,WAUEJBFWXR,KING,SEATTLE,WA,98112,2024,AUDI,E-TRON GT,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,43,272819746,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300.00,47.64085,-122.30207
21568,WP0AE2A70N,SNOHOMISH,MILL CREEK,WA,98012,2022,PORSCHE,PANAMERA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,19,0,44,200596539,PUGET SOUND ENERGY INC,53061041704.00,47.83448,-122.21061
21570,KM8K23AG3P,KING,KIRKLAND,WA,98033,2023,HYUNDAI,KONA,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,45,244358019,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022402.00,47.67887,-122.20660
21575,WB533CF0XR,KING,BELLEVUE,WA,98006,2024,BMW,IX,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,41,251661511,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024800.00,47.55584,-122.12096
21580,WVGGNPE29M,KITSAP,BAINBRIDGE ISLAND,WA,98110,2021,VOLKSWAGEN,ID.4,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,23,192241899,PUGET SOUND ENERGY INC,53035090800.00,47.62728,-122.52100
21597,5YJYGDED9M,KING,BELLEVUE,WA,98005,2021,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,48,209956407,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022805.00,47.64441,-122.16210
21625,JTJHKCFZ8S,KING,NEWCASTLE,WA,98059,2025,LEXUS,NX,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,41,276334075,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025005.00,47.48852,-122.15716
21630,JTJAAAAB9P,KING,MERCER ISLAND,WA,98040,2023,LEXUS,RZ,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,41,245822146,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024500.00,47.57816,-122.21238
21634,ZASPATDW8R,KING,SEATTLE,WA,98109,2024,ALFA ROMEO,TONALE,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,36,260693198,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007002.00,47.63824,-122.35022
21655,1G1FY6S03N,JEFFERSON,PORT TOWNSEND,WA,98368,2022,CHEVROLET,BOLT EUV,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,24,199270431,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950604.00,48.12120,-122.77263
21680,7JRH60FL3P,KING,KIRKLAND,WA,98033,2023,VOLVO,S60,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,41,0,48,229453843,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603.00,47.67887,-122.20660
21692,KNDC34LA9R,KING,SEATAC,WA,98188,2024,KIA,EV6,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,33,268582254,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028402.00,47.43473,-122.29179
21703,W1KEG1CB2R,KING,SHORELINE,WA,98155,2024,MERCEDES-BENZ,EQE-CLASS SEDAN,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,32,273903808,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021100.00,47.75781,-122.31750
21706,WBA33AG08P,SNOHOMISH,EVERETT,WA,98208,2023,BMW,530E,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,18,0,44,267345606,PUGET SOUND ENERGY INC,53061041701.00,47.89251,-122.18637
21715,1GKB0NDE1R,KING,MEDINA,WA,98039,2024,GMC,HUMMER EV SUV,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,48,273568501,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033024200.00,47.61613,-122.23892
21735,YV4H60PEXS,KING,BELLEVUE,WA,98006,2025,VOLVO,XC90,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,41,275274765,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024800.00,47.55584,-122.12096
21739,WMWXP3C01L,KING,SEATTLE,WA,98102,2020,MINI,HARDTOP,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,43,102828946,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006600.00,47.63433,-122.32427
21763,3C3CFFGE6G,KING,SEATTLE,WA,98126,2016,FIAT,500,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,34,318398678,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011402.00,47.54701,-122.36893
21767,JA4T5VA9XS,CLARK,BATTLE GROUND,WA,98604,2025,MITSUBISHI,OUTLANDER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,18,277933428,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040413.00,45.78092,-122.53310
21770,5YJSA1E1XF,KING,SEATTLE,WA,98107,2015,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,36,139623627,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003202.00,47.67597,-122.38591
21772,KMHM34AC5R,CLARK,RIDGEFIELD,WA,98642,2024,HYUNDAI,IONIQ 6,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,18,272671598,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040303.00,45.81539,-122.74595
21776,WBA13AG07M,KITSAP,BREMERTON,WA,98310,2021,BMW,530E,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,21,0,23,269158305,PUGET SOUND ENERGY INC,53035080400.00,47.57520,-122.61136
21777,2T3YL4DV9E,CLARK,VANCOUVER,WA,98665,2014,TOYOTA,RAV4,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,103,0,49,274398512,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040810.00,45.67871,-122.64443
21781,2C4RC1L78M,KING,RENTON,WA,98058,2021,CHRYSLER,PACIFICA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,11,259911165,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025803.00,47.44660,-122.08747
21784,KM8K23AG7N,CLARK,RIDGEFIELD,WA,98642,2022,HYUNDAI,KONA,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,18,205124244,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040305.00,45.81539,-122.74595
21799,5YJSA1AG8D,KING,KIRKLAND,WA,98033,2013,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,45,191841541,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022401.00,47.67887,-122.20660
21807,SAL119F49R,KING,SEATTLE,WA,98112,2024,LAND ROVER,RANGE ROVER SPORT,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,59,0,43,273243141,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300.00,47.64085,-122.30207
21808,5NMMCET16S,CLARK,VANCOUVER,WA,98684,2025,GENESIS,GV70,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,17,276913969,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041319.00,45.63701,-122.48723
21811,3FA6P0PUXH,CLARK,VANCOUVER,WA,98682,2017,FORD,FUSION,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,21,0,17,156647284,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040712.00,45.69345,-122.55149
21818,1FADP5CUXE,KING,SEATTLE,WA,98107,2014,FORD,C-MAX,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,19,0,36,229795310,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004702.00,47.67597,-122.38591
21830,YV4EK3ZL1S,KING,BELLEVUE,WA,98006,2025,VOLVO,EX30,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,41,280151273,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025008.00,47.55584,-122.12096
21833,KNDAFFS5XR,KING,SHORELINE,WA,98177,2024,KIA,EV9,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,32,260240648,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020200.00,47.72238,-122.36498
21834,1C4RJYB69N,KING,KIRKLAND,WA,98034,2022,JEEP,GRAND CHEROKEE,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,25,0,45,255159915,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021904.00,47.72201,-122.22901
21851,JA4T5VA96R,KING,BELLEVUE,WA,98007,2024,MITSUBISHI,OUTLANDER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,48,270781955,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023201.00,47.61334,-122.12056
21864,WP0AB2Y16P,KING,CLYDE HILL,WA,98004,2023,PORSCHE,TAYCAN,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,48,240095516,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024100.00,47.61001,-122.18720
21868,WA11CBGE6N,KING,SEATTLE,WA,98102,2022,AUDI,E-TRON SPORTBACK,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,43,208676163,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006500.00,47.63433,-122.32427
21871,5XYAFFS50S,KING,SEATTLE,WA,98125,2025,KIA,EV9,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,46,273875367,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000601.00,47.72656,-122.30253
21872,YV4BR0PL4J,KING,SEATTLE,WA,98104,2018,VOLVO,XC90,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,19,64950,43,333902845,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008401.00,47.60357,-122.32945
21885,WA1LAAGE2P,THURSTON,YELM,WA,98597,2023,AUDI,E-TRON,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,2,227506191,PUGET SOUND ENERGY INC,53067012530.00,46.94239,-122.60735
21887,KM8K33AG3K,COWLITZ,CASTLE ROCK,WA,98611,2019,HYUNDAI,KONA,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,258,0,20,2268003,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015002004.00,46.27509,-122.90724
21910,KM8KNDA89S,KING,MERCER ISLAND,WA,98040,2025,HYUNDAI,IONIQ 5 N,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,41,272426360,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024500.00,47.57816,-122.21238
21916,5YJ3E1ET7S,KING,SEATTLE,WA,98117,2025,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,36,277636502,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003000.00,47.70044,-122.38418
21920,JN1AF0BA5P,CLARK,VANCOUVER,WA,98661,2023,NISSAN,ARIYA,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,49,260680318,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041112.00,45.63201,-122.62934
21921,JA4T5UA95P,KING,TUKWILA,WA,98188,2023,MITSUBISHI,OUTLANDER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,11,255102739,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200.00,47.43473,-122.29179
21922,KMUKEDTB8P,KING,BURIEN,WA,98166,2023,GENESIS,GV60,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,34,273947075,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027800.00,47.46593,-122.34134
21925,3GN7DPRRXR,KITSAP,PORT ORCHARD,WA,98367,2024,CHEVROLET,EQUINOX,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,26,275701135,PUGET SOUND ENERGY INC,53035092902.00,47.50524,-122.68471
21937,WAUUPBFF4G,THURSTON,ROCHESTER,WA,98579,2016,AUDI,A3,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,16,0,20,137314810,PUGET SOUND ENERGY INC,53067012720.00,46.82175,-123.08743
21945,WVG6YVEBXS,KING,BELLEVUE,WA,98008,2025,VOLKSWAGEN,ID. BUZZ,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,48,275060579,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023300.00,47.63131,-122.11867
21950,3FMTK4SX1N,CLARK,CAMAS,WA,98607,2022,FORD,MUSTANG MACH-E,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,18,224050676,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041500.00,45.58694,-122.40199
21963,1GKB0RDC7S,KING,COVINGTON,WA,98042,2025,GMC,HUMMER EV SUV,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,47,277033326,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031705.00,47.33778,-122.09124
21966,SAL1L9E48S,KING,MERCER ISLAND,WA,98040,2025,LAND ROVER,RANGE ROVER SPORT,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,60,0,41,272638313,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024500.00,47.57816,-122.21238
21973,WA1AAAGE8M,SNOHOMISH,LYNNWOOD,WA,98087,2021,AUDI,E-TRON,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,222,0,21,258813936,PUGET SOUND ENERGY INC,53061051803.00,47.85727,-122.27981
21975,7PDSGBBA7R,KING,SEATTLE,WA,98103,2024,RIVIAN,R1S,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,36,270119734,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001701.00,47.67596,-122.35436
21980,5YJSA1E60R,KING,RENTON,WA,98056,2024,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,41,273481442,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025304.00,47.50006,-122.18050
21981,WBA33AG0XM,KING,KIRKLAND,WA,98034,2021,BMW,530E,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,18,0,45,127306966,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021904.00,47.72201,-122.22901
