,VIN_110,County,City,State,Postal_Code,Model_Year,Make,Model,Electric_Vehicle_Type,Clean_Alternative_Fuel_Vehicle_CAFV_Eligibility,Electric_Range,Base_MSRP,Legislative_District,DOL_Vehicle_ID,Electric_Utility,2020_Census_Tract,Latitude,Longitude
20659,WAUEJBFW7R,KING,MERCER ISLAND,WA,98040,2024,AUDI,E-TRON GT,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,41,273930856,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024601.00,47.57816,-122.21238
20670,KMHC75LJ2L,KING,SHORELINE,WA,98155,2020,HYUNDAI,IONIQ,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,170,0,32,245566408,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020600.00,47.75781,-122.31750
20672,7JRBR0FM9M,KING,SEATTLE,WA,98107,2021,VOLVO,S60,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,22,0,43,262831369,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004800.00,47.67597,-122.38591
20685,WBY33HD04S,KING,BELLEVUE,WA,98005,2025,BMW,I4,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,48,275480537,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023601.00,47.64441,-122.16210
20696,W1K6G6KB4R,KING,BELLEVUE,WA,98004,2024,MERCEDES-BENZ,S-CLASS,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,46,0,48,278944130,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024002.00,47.61001,-122.18720
20698,3FMTK1R43P,KING,SEATTLE,WA,98125,2023,FORD,MUSTANG MACH-E,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,46,254658330,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000201.00,47.72656,-122.30253
20703,WBY33FK02R,KING,BELLEVUE,WA,98005,2024,BMW,I5,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,48,274570572,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023702.00,47.64441,-122.16210
20705,SADHD2S12L,KING,KIRKLAND,WA,98034,2020,JAGUAR,I-PACE,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,234,0,1,122200501,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300.00,47.72201,-122.22901
20707,WP0AD2A7XG,KING,SEATTLE,WA,98199,2016,PORSCHE,PANAMERA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,15,0,36,348308208,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005600.00,47.65908,-122.40092
20708,1GYKPRRK2R,KITSAP,PORT ORCHARD,WA,98367,2024,CADILLAC,LYRIQ,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,26,270103032,PUGET SOUND ENERGY INC,53035092902.00,47.50524,-122.68471
20715,KNDJX3AEXH,CLARK,VANCOUVER,WA,98662,2017,KIA,SOUL,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,49,128549676,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041114.00,45.64251,-122.57722
20718,KNDCC3LG0L,KING,DUVALL,WA,98019,2020,KIA,NIRO,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,45,150408765,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032402.00,47.74068,-121.98609
20728,WBY33HD05S,KING,BELLEVUE,WA,98005,2025,BMW,I4,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,48,278732905,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023701.00,47.64441,-122.16210
20729,WBS83FK08S,KING,KIRKLAND,WA,98033,2025,BMW,M5,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,25,0,48,275049015,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022702.00,47.67887,-122.20660
20744,3FMTK2SU4N,CLARK,RIDGEFIELD,WA,98642,2022,FORD,MUSTANG MACH-E,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,18,220313278,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040403.00,45.81539,-122.74595
20745,JTDKN3DP5D,CLARK,VANCOUVER,WA,98664,2013,TOYOTA,PRIUS PHEV,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,6,0,49,344313161,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011043100.00,45.62158,-122.59219
20766,1FTBW1YK2N,CLARK,VANCOUVER,WA,98686,2022,FORD,TRANSIT,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,17,213537502,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040409.00,45.71668,-122.62731
20773,7FCTGAAL4N,KITSAP,BAINBRIDGE ISLAND,WA,98110,2022,RIVIAN,R1T,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,23,278903257,PUGET SOUND ENERGY INC,53035090700.00,47.62728,-122.52100
20775,1N4BZ1CV9M,KING,SEATTLE,WA,98108,2021,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,11,153875886,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011200.00,47.55379,-122.30346
20778,2C4RC1S76M,CLARK,VANCOUVER,WA,98662,2021,CHRYSLER,PACIFICA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,17,142113471,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040709.00,45.64251,-122.57722
20781,W1KCG2EB3P,KING,BELLEVUE,WA,98005,2023,MERCEDES-BENZ,EQS-CLASS SEDAN,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,41,253394802,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023500.00,47.64441,-122.16210
20787,KMHM54AC9S,THURSTON,OLYMPIA,WA,98501,2025,HYUNDAI,IONIQ 6,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,22,278278773,PUGET SOUND ENERGY INC,53067010802.00,47.03954,-122.89165
20801,YV4ED3GM1P,KING,SNOQUALMIE,WA,98065,2023,VOLVO,C40,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,5,230769150,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032604.00,47.52716,-121.82432
20811,W1N9M1DB5R,KING,BELLEVUE,WA,98006,2024,MERCEDES-BENZ,EQB-CLASS,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,41,266071417,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024800.00,47.55584,-122.12096
20829,50EA1TEA8R,KING,BURIEN,WA,98166,2024,LUCID,AIR,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,34,274814074,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027800.00,47.46593,-122.34134
20833,4JGDM4EBXP,KING,KIRKLAND,WA,98034,2023,MERCEDES-BENZ,EQS-CLASS SUV,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,1,227284137,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022204.00,47.72201,-122.22901
20850,KNDCD3LD2J,KING,SEATTLE,WA,98116,2018,KIA,NIRO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,26,0,34,172762446,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009600.00,47.57894,-122.41067
20852,50EA1GBA7S,KING,SEATTLE,WA,98119,2025,LUCID,AIR,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,36,276714308,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006900.00,47.64586,-122.36840
20855,YV4BK0DP7L,KING,SEATTLE,WA,98177,2020,VOLVO,XC60,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,19,0,36,101481516,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001600.00,47.72238,-122.36498
20879,1FTVW1EL0P,KING,KENT,WA,98042,2023,FORD,F-150,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,47,261444655,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031800.00,47.33778,-122.09124
20885,JN8DF0CH3S,KING,RENTON,WA,98058,2025,NISSAN,ARIYA,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,11,280270553,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025702.00,47.44660,-122.08747
20887,YSMFG3KA1R,KING,BELLEVUE,WA,98006,2024,POLESTAR,PS2,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,41,261708296,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024905.00,47.55584,-122.12096
20909,5YJSA1DN0D,KING,KIRKLAND,WA,98034,2013,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,45,112582424,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021904.00,47.72201,-122.22901
20913,JF2GTDNC0K,KING,SEATTLE,WA,98107,2019,SUBARU,CROSSTREK,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,17,34995,36,179118236,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003201.00,47.67597,-122.38591
20919,JN1DF0BB5P,KING,BELLEVUE,WA,98005,2023,NISSAN,ARIYA,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,41,272886925,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023601.00,47.64441,-122.16210
20920,7SAXCAE5XR,KING,SAMMAMISH,WA,98074,2024,TESLA,MODEL X,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,45,261537419,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032316.00,47.60326,-122.02054
20928,WBY33FK05R,KING,KIRKLAND,WA,98034,2024,BMW,I5,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,1,275974968,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022203.00,47.72201,-122.22901
20930,1G1RC6S59G,KITSAP,BREMERTON,WA,98312,2016,CHEVROLET,VOLT,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,26,349618209,PUGET SOUND ENERGY INC,53035081100.00,47.57192,-122.65223
20944,3FA6P0PU9J,OKANOGAN,RIVERSIDE,WA,98849,2018,FORD,FUSION,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,21,0,7,313464231,PUD NO 1 OF OKANOGAN COUNTY,53047970303.00,48.50120,-119.50853
20948,KMHC85LJ7M,KING,COVINGTON,WA,98042,2021,HYUNDAI,IONIQ,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,47,171137529,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031705.00,47.33778,-122.09124
20969,YV4H60DM8R,CLARK,WASHOUGAL,WA,98671,2024,VOLVO,XC60,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,18,253815901,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||PUD NO 1 OF CLARK COUNTY - (WA),53011040509.00,45.57923,-122.35341
20973,5YJXCDE29L,CLARK,BRUSH PRAIRIE,WA,98606,2020,TESLA,MODEL X,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,17,8055757,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040715.00,45.73473,-122.54578
20975,KNDRJDJH9S,KING,PACIFIC,WA,98047,2025,KIA,SORENTO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,30,269820183,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030902.00,47.26465,-122.24692
20982,WBY73AW02N,KING,SEATTLE,WA,98107,2022,BMW,I4,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,36,219269704,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004702.00,47.67597,-122.38591
20984,WA1F2AFYXP,KING,NEWCASTLE,WA,98059,2023,AUDI,Q5 E,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,23,0,41,233270152,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025005.00,47.48852,-122.15716
20991,KMHM24AA2P,KING,SEATTLE,WA,98107,2023,HYUNDAI,IONIQ 6,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,43,277614060,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004800.00,47.67597,-122.38591
20994,5YJXCAE47H,KING,WOODINVILLE,WA,98072,2017,TESLA,MODEL X,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,45,180764783,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021802.00,47.75448,-122.15545
21001,KNDC34LB7P,KING,SEATAC,WA,98188,2023,KIA,EV6,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,33,258771075,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028402.00,47.43473,-122.29179
21010,JTDKAMFP0M,KING,KENMORE,WA,98028,2021,TOYOTA,PRIUS PRIME,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,25,0,46,167387034,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022101.00,47.75892,-122.24369
21020,WBY1Z8C36H,KING,ISSAQUAH,WA,98027,2017,BMW,I3,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,97,0,5,342790941,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032104.00,47.53010,-122.03439
21022,WMW13DJ01P,KING,SEATTLE,WA,98146,2023,MINI,HARDTOP,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,34,211129985,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026600.00,47.49408,-122.36178
21030,5NMMCET11P,KING,SHORELINE,WA,98133,2023,GENESIS,GV70,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,32,252686801,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021000.00,47.71871,-122.35029
21034,3FMTK1SS7N,THURSTON,OLYMPIA,WA,98513,2022,FORD,MUSTANG MACH-E,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,2,212339718,PUGET SOUND ENERGY INC,53067012332.00,46.98876,-122.81754
21037,JN1DF0CD4R,KING,KIRKLAND,WA,98034,2024,NISSAN,ARIYA,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,1,272209402,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022204.00,47.72201,-122.22901
21046,3MW39FS01P,KING,BELLEVUE,WA,98006,2023,BMW,330E,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,20,0,41,228255100,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024901.00,47.55584,-122.12096
21050,7FCEHEB76P,KING,BELLEVUE,WA,98004,2023,RIVIAN,EDV,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,41,261975577,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807.00,47.61001,-122.18720
21058,YV4ED3GB0N,KING,SEATTLE,WA,98103,2022,VOLVO,C40,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,46,186967952,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002700.00,47.67596,-122.35436
21078,5YM33CS06R,KING,BELLEVUE,WA,98005,2024,BMW,XM,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,31,0,48,260307519,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022805.00,47.64441,-122.16210
21086,WBAJB1C00L,KING,MERCER ISLAND,WA,98040,2020,BMW,530E,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,18,0,41,107168344,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024500.00,47.57816,-122.21238
21090,YSMET3KAXP,SNOHOMISH,LYNNWOOD,WA,98087,2023,POLESTAR,PS2,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,21,235496005,PUGET SOUND ENERGY INC,53061041703.00,47.85727,-122.27981
21106,JHMZC5F34M,CLARK,VANCOUVER,WA,98682,2021,HONDA,CLARITY,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,17,135147582,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040713.00,45.69345,-122.55149
21107,4JGDA6DB4G,COWLITZ,LONGVIEW,WA,98632,2016,MERCEDES-BENZ,GLE-CLASS,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,10,0,19,236390689,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015000801.00,46.14681,-122.95058
21108,1V2FMPE83P,CLARK,RIDGEFIELD,WA,98642,2023,VOLKSWAGEN,ID.4,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,17,227359625,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040412.00,45.81539,-122.74595
21137,WMZYU7C47J,KING,KIRKLAND,WA,98033,2018,MINI,COUNTRYMAN,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,12,36800,48,254435079,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022702.00,47.67887,-122.20660
21138,3GYK3BMR6S,KING,BELLEVUE,WA,98005,2025,CADILLAC,OPTIQ,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,48,277361136,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023702.00,47.64441,-122.16210
21151,WP1AE2A26H,CLARK,CAMAS,WA,98607,2017,PORSCHE,CAYENNE,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,14,0,18,124701727,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040610.00,45.58694,-122.40199
21154,YV4H60DNXP,KING,MERCER ISLAND,WA,98040,2023,VOLVO,XC60,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,41,219358401,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024601.00,47.57816,-122.21238
21155,W1KCG2DB1N,KING,BELLEVUE,WA,98006,2022,MERCEDES-BENZ,EQS-CLASS SEDAN,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,41,197277482,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024905.00,47.55584,-122.12096
21159,WVGGNPE22M,THURSTON,OLYMPIA,WA,98513,2021,VOLKSWAGEN,ID.4,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,20,192674954,PUGET SOUND ENERGY INC,53067012420.00,46.98876,-122.81754
21165,5YJXCBE22L,KING,KIRKLAND,WA,98034,2020,TESLA,MODEL X,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,1,100626571,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300.00,47.72201,-122.22901
21174,JTJCJMGA9S,CLARK,VANCOUVER,WA,98661,2025,LEXUS,RX,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,49,276372687,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011042800.00,45.63201,-122.62934
21183,JTMEB3FV5M,CLARK,VANCOUVER,WA,98685,2021,TOYOTA,RAV4 PRIME,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,18,178940723,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040905.00,45.70954,-122.70303
21188,YV4ED3GM4P,KING,SEATTLE,WA,98125,2023,VOLVO,C40,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,46,249567615,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000800.00,47.72656,-122.30253
21191,2C4RC1N75J,SNOHOMISH,BOTHELL,WA,98021,2018,CHRYSLER,PACIFICA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,1,474359497,PUGET SOUND ENERGY INC,53061051922.00,47.80310,-122.18384
21192,1G1RD6E49F,KING,MERCER ISLAND,WA,98040,2015,CHEVROLET,VOLT,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,41,120612572,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024500.00,47.57816,-122.21238
21196,1N4AZ1BP5L,KING,SEATTLE,WA,98103,2020,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,149,0,36,214842974,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001701.00,47.67596,-122.35436
21198,JTMEB3FV8R,KING,BELLEVUE,WA,98006,2024,TOYOTA,RAV4 PRIME,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,41,272370080,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024902.00,47.55584,-122.12096
21202,W1KLF6DB9S,KING,BELLEVUE,WA,98008,2025,MERCEDES-BENZ,E-CLASS,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,43,0,48,276882532,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023000.00,47.63131,-122.11867
21207,5LMTJ5DZ1R,KING,ISSAQUAH,WA,98027,2024,LINCOLN,CORSAIR,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,28,0,41,273823595,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032103.00,47.53010,-122.03439
21215,5YJ3E1EA9H,KING,SHORELINE,WA,98155,2017,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,32,143836745,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020401.00,47.75781,-122.31750
21222,3C3CFFGE0F,KING,SEATTLE,WA,98125,2015,FIAT,500,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,87,0,46,276178626,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000202.00,47.72656,-122.30253
21240,YV4H60CV6P,KING,SHORELINE,WA,98133,2023,VOLVO,XC90,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,32,276329112,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020800.00,47.71871,-122.35029
21249,3GPKHZRJXR,KING,SEATTLE,WA,98115,2024,HONDA,PROLOGUE,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,46,276966413,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002100.00,47.68156,-122.31676
21253,JA4T5UA97P,KING,TUKWILA,WA,98188,2023,MITSUBISHI,OUTLANDER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,11,253401032,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200.00,47.43473,-122.29179
21254,YV4H60DE6P,CLARK,CAMAS,WA,98607,2023,VOLVO,XC60,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,18,228686111,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040610.00,45.58694,-122.40199
21276,KMHM24AC2S,KING,BURIEN,WA,98166,2025,HYUNDAI,IONIQ 6,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,34,279253712,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027800.00,47.46593,-122.34134
21292,2C4RC1N77L,KING,WOODINVILLE,WA,98072,2020,CHRYSLER,PACIFICA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,45,101556612,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021906.00,47.75448,-122.15545
21297,WBAJB1C58K,KING,RENTON,WA,98059,2019,BMW,530E,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,15,55700,11,475944563,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025602.00,47.48852,-122.15716
21316,5YJXCBE40H,THURSTON,OLYMPIA,WA,98513,2017,TESLA,MODEL X,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,2,257167501,PUGET SOUND ENERGY INC,53067012331.00,46.98876,-122.81754
21318,WB533CF03P,KING,BELLEVUE,WA,98006,2023,BMW,IX,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,41,218506116,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024905.00,47.55584,-122.12096
21323,1G1FW6S01J,SNOHOMISH,LYNNWOOD,WA,98087,2018,CHEVROLET,BOLT EV,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,21,248669746,PUGET SOUND ENERGY INC,53061041703.00,47.85727,-122.27981
21335,WA16ABGE8R,KING,MEDINA,WA,98039,2024,AUDI,Q8,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,48,240459565,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033024200.00,47.61613,-122.23892
